customerID,churn_probability,predicted_churn_flag,risk_segment,retention_priority_score,priority_level,customer_value_proxy,intervention_urgency,suggested_action,primary_reason,secondary_reason,reason_type,expected_mechanism,suggested_success_metric,Contract,tenure,MonthlyCharges,TotalCharges,InternetService,PaymentMethod,TechSupport,OnlineSecurity,SupportServiceCount
8292-ITGYJ,0.0432807332577438,0,Low Risk,11.05,Monitor,20.3,22.5,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,45,24.65,1138.8,No,Bank transfer (automatic),No internet service,No internet service,0
2805-AUFQN,0.02831510731235829,0,Low Risk,11.02,Monitor,13.79,39.17,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,25,19.8,475.2,No,Credit card (automatic),No internet service,No internet service,0
0463-TXOAK,0.05016667621378734,0,Low Risk,11.0,Monitor,21.95,16.67,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,52,25.6,1334.5,No,Credit card (automatic),No internet service,No internet service,0
4521-WFJAI,0.05383694380553947,0,Low Risk,10.92,Monitor,22.78,13.33,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,56,25.95,1444.05,No,Bank transfer (automatic),No internet service,No internet service,0
2150-OEGBV,0.028068354397953545,0,Low Risk,10.92,Monitor,14.46,37.5,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,27,20.1,562.6,No,Bank transfer (automatic),No internet service,No internet service,0
2892-GESUL,0.01702676957135459,0,Low Risk,10.92,Monitor,12.59,45.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,18,19.35,309.25,No,Mailed check,No internet service,No internet service,0
6080-LNESI,0.05026988967839247,0,Low Risk,10.87,Monitor,20.91,17.5,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,51,24.75,1234.6,No,Mailed check,No internet service,No internet service,0
5469-NUJUR,0.015386163012386411,0,Low Risk,10.87,Monitor,13.29,44.17,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,19,19.95,373.5,No,Mailed check,No internet service,No internet service,0
2263-SFSQZ,0.048819570504216474,0,Low Risk,10.79,Monitor,20.95,17.5,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,51,24.95,1222.25,No,Mailed check,No internet service,No internet service,0
3646-ITDGM,0.0745793831172399,0,Low Risk,10.73,Monitor,17.04,13.33,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,56,19.7,1051.9,No,Bank transfer (automatic),No internet service,No internet service,0
4530-NDRKU,0.05234816235307954,0,Low Risk,10.64,Monitor,15.01,25.0,Monitor only,Electronic-check payment,Limited support-service adoption,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,42,19.05,761.85,No,Electronic check,No internet service,No internet service,0
3865-ZFZIB,0.012474333547902635,0,Low Risk,10.63,Monitor,13.03,44.17,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,19,19.65,358.15,No,Mailed check,No internet service,No internet service,0
2320-TZRRH,0.013524461781979651,0,Low Risk,10.61,Monitor,13.21,43.33,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,20,19.5,403.15,No,Mailed check,No internet service,No internet service,0
0559-CKHUS,0.02863552853045552,0,Low Risk,10.57,Monitor,13.92,35.83,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,29,19.55,521.8,No,Mailed check,No internet service,No internet service,0
5495-GPSRW,0.011890949680806976,0,Low Risk,10.57,Monitor,13.41,43.33,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,20,19.7,419.4,No,Mailed check,No internet service,No internet service,0
7632-YUTXB,0.018886468166135786,0,Low Risk,10.56,Monitor,14.19,39.17,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,25,20.05,520.1,No,Mailed check,No internet service,No internet service,0
9534-NSXEM,0.01656382128991104,0,Low Risk,10.48,Monitor,14.95,38.33,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,26,20.65,595.5,No,Credit card (automatic),No internet service,No internet service,0
7369-TRPFD,0.013409983081023018,0,Low Risk,10.46,Monitor,12.11,44.17,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,19,18.8,279.2,No,Mailed check,No internet service,No internet service,0
3125-RAHBV,0.009514270267803179,0,Low Risk,10.33,Monitor,14.02,41.67,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,22,20.3,467.15,No,Credit card (automatic),No internet service,No internet service,0
9950-MTGYX,0.021164702181261954,0,Low Risk,10.31,Monitor,14.14,36.67,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,28,20.3,487.95,No,Credit card (automatic),No internet service,No internet service,0
8779-YIQQA,0.010681089344597484,0,Low Risk,10.28,Monitor,13.07,42.5,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,21,19.8,350.1,No,Mailed check,No internet service,No internet service,0
0164-XAIRP,0.01340401356692673,0,Low Risk,10.21,Monitor,13.62,40.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,24,19.55,470.2,No,Bank transfer (automatic),No internet service,No internet service,0
4335-UPJSI,0.011802018910178643,0,Low Risk,10.18,Monitor,13.89,40.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,24,19.75,498.1,No,Mailed check,No internet service,No internet service,0
5519-TEEUH,0.024909810189733473,0,Low Risk,10.16,Monitor,15.17,32.5,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,33,20.15,682.15,No,Mailed check,No internet service,No internet service,0
1776-SPBWV,0.026968524446600355,0,Low Risk,10.15,Monitor,15.14,31.67,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,34,20.1,682.1,No,Bank transfer (automatic),No internet service,No internet service,0
0057-QBUQH,0.021397928361554797,0,Low Risk,9.95,Monitor,20.16,24.17,Monitor only,Electronic-check payment,Limited support-service adoption,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,43,25.1,1070.15,No,Electronic check,No internet service,No internet service,0
9548-LERKT,0.008284850567267594,0,Low Risk,9.95,Monitor,13.81,40.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,24,19.75,483.15,No,Mailed check,No internet service,No internet service,0
0788-DXBFY,0.06393501473125028,0,Low Risk,9.91,Monitor,17.28,11.67,Monitor only,Electronic-check payment,Limited support-service adoption,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,58,19.55,1108.8,No,Electronic check,No internet service,No internet service,0
8219-VYBVI,0.011966239117079584,0,Low Risk,9.78,Monitor,19.73,27.5,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,39,25.0,1004.35,No,Mailed check,No internet service,No internet service,0
0732-OCQOC,0.032568073936216815,0,Low Risk,9.77,Monitor,21.28,16.67,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,52,25.05,1270.25,No,Bank transfer (automatic),No internet service,No internet service,0
3088-FVYWK,0.03158492477679393,0,Low Risk,9.75,Monitor,21.93,15.83,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,53,25.55,1336.1,No,Credit card (automatic),No internet service,No internet service,0
4709-LKHYG,0.013065836451016931,0,Low Risk,9.73,Monitor,14.27,35.83,Monitor only,Electronic-check payment,Limited support-service adoption,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,29,20.0,540.05,No,Electronic check,No internet service,No internet service,0
0625-AFOHS,0.012067929580237023,0,Low Risk,9.72,Monitor,14.49,35.83,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,29,20.2,558.8,No,Mailed check,No internet service,No internet service,0
4962-CHQPW,0.011657529937020841,0,Low Risk,9.61,Monitor,14.16,35.83,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,29,19.85,535.05,No,Mailed check,No internet service,No internet service,0
8173-RXAYP,0.003154387395456851,0,Low Risk,9.59,Monitor,13.6,40.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,24,19.7,452.55,No,Mailed check,No internet service,No internet service,0
9588-YRFHY,0.039428022651512344,0,Low Risk,9.49,Monitor,16.98,19.17,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,49,19.9,1022.6,No,Credit card (automatic),No internet service,No internet service,0
3985-HOYPM,0.004279271960676859,0,Low Risk,9.47,Monitor,13.85,38.33,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,26,19.4,525.55,No,Mailed check,No internet service,No internet service,0
6823-SIDFQ,0.010295565571981751,0,Low Risk,9.43,Monitor,13.26,36.67,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,28,18.25,534.7,No,Credit card (automatic),No internet service,No internet service,0
0052-YNYOT,0.0667195519436099,0,Low Risk,9.42,Monitor,19.18,4.17,Monitor only,Electronic-check payment,Limited support-service adoption,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,67,20.55,1343.4,No,Electronic check,No internet service,No internet service,0
8873-TMKGR,0.008172842860151647,0,Low Risk,9.29,Monitor,13.71,35.83,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,29,19.1,529.5,No,Mailed check,No internet service,No internet service,0
8701-DGLVH,0.037598652163424895,0,Low Risk,9.23,Monitor,17.4,17.5,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,51,20.45,1042.65,No,Mailed check,No internet service,No internet service,0
8430-TWCBX,0.032796449616183096,0,Low Risk,9.21,Monitor,17.48,19.17,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,49,20.7,1032.05,No,Credit card (automatic),No internet service,No internet service,0
5917-RYRMG,0.010012723465101429,0,Low Risk,9.21,Monitor,14.43,33.33,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,32,19.8,587.7,No,Credit card (automatic),No internet service,No internet service,0
5324-KTGCG,0.06576872362029382,0,Low Risk,9.19,Monitor,20.48,0.83,Monitor only,Electronic-check payment,Limited support-service adoption,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,71,20.85,1539.75,No,Electronic check,No internet service,No internet service,0
0608-JDVEC,0.03513425268233434,0,Low Risk,9.08,Monitor,16.87,18.33,Monitor only,Electronic-check payment,Limited support-service adoption,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,50,19.8,1013.2,No,Electronic check,No internet service,No internet service,0
5774-QPLTF,0.03563315075345332,0,Low Risk,9.07,Monitor,16.75,18.33,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,50,20.35,938.95,No,Mailed check,No internet service,No internet service,0
5924-SNGKP,0.018479097104761318,0,Low Risk,9.05,Monitor,16.27,25.83,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,41,20.25,865.0,No,Credit card (automatic),No internet service,No internet service,0
4299-OPXEJ,0.045844856452292235,0,Low Risk,9.03,Monitor,17.12,13.33,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,56,19.55,1080.55,No,Bank transfer (automatic),No internet service,No internet service,0
3982-JGSFD,0.01139604588637545,0,Low Risk,9.02,Monitor,15.36,30.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,36,20.35,695.85,No,Credit card (automatic),No internet service,No internet service,0
8207-VVMYB,0.036474423247030326,0,Low Risk,8.95,Monitor,26.03,1.67,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,70,26.0,2006.95,No,Bank transfer (automatic),No internet service,No internet service,0
6169-PPETC,0.00506297388423918,0,Low Risk,8.88,Monitor,15.81,30.83,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,35,20.5,759.35,No,Bank transfer (automatic),No internet service,No internet service,0
6349-JDHQP,0.036925891682258564,0,Low Risk,8.87,Monitor,17.11,15.83,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,53,19.85,1049.6,No,Credit card (automatic),No internet service,No internet service,0
5266-PFRQK,0.031249419194170073,0,Low Risk,8.82,Monitor,17.79,16.67,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,52,20.85,1071.6,No,Credit card (automatic),No internet service,No internet service,0
4955-VCWBI,0.01965827903578798,0,Low Risk,8.77,Monitor,15.86,24.17,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,43,20.0,817.95,No,Mailed check,No internet service,No internet service,0
9824-QCJPK,0.008534893622087225,0,Low Risk,8.76,Monitor,15.0,30.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,36,20.0,666.75,No,Mailed check,No internet service,No internet service,0
6223-DHJGV,0.011855202035762173,0,Low Risk,8.72,Monitor,17.03,25.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,42,20.65,958.1,No,Mailed check,No internet service,No internet service,0
5380-XPJNZ,0.01120632095275676,0,Low Risk,8.69,Monitor,15.09,28.33,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,38,20.05,678.2,No,Mailed check,No internet service,No internet service,0
2075-PUEPR,0.03627489393918938,0,Low Risk,8.66,Monitor,17.42,14.17,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,55,19.35,1153.25,No,Bank transfer (automatic),No internet service,No internet service,0
4121-AGSIN,0.021891146595863303,0,Low Risk,8.63,Monitor,22.28,11.67,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,58,24.5,1497.9,No,Credit card (automatic),No internet service,No internet service,0
8590-OHDIW,0.007917080783971861,0,Low Risk,8.63,Monitor,15.64,28.33,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,38,20.3,749.35,No,Mailed check,No internet service,No internet service,0
5845-BZZIB,0.00418864929440629,0,Low Risk,8.62,Monitor,14.99,30.83,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,35,20.1,655.3,No,Mailed check,No internet service,No internet service,0
1697-LYYYX,0.04837696828076322,0,Low Risk,8.59,Monitor,17.23,9.17,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,61,19.1,1143.8,No,Credit card (automatic),No internet service,No internet service,0
6096-EGVTU,0.029697466380271164,0,Low Risk,8.55,Monitor,23.06,6.67,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,64,24.9,1595.5,No,Mailed check,No internet service,No internet service,0
8532-UEFWH,0.0072451619122002615,0,Low Risk,8.46,Monitor,22.1,16.67,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,52,25.75,1345.85,No,Mailed check,No internet service,No internet service,0
7205-BAIAD,0.005844560671976032,0,Low Risk,8.41,Monitor,16.25,26.67,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,40,20.6,827.3,No,Bank transfer (automatic),No internet service,No internet service,0
7216-KAOID,0.010590802357441241,0,Low Risk,8.38,Monitor,15.47,25.83,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,41,19.5,798.2,No,Bank transfer (automatic),No internet service,No internet service,0
4825-FUREZ,0.009127389743413901,0,Low Risk,8.32,Monitor,16.1,25.0,Monitor only,Electronic-check payment,Limited support-service adoption,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,42,20.25,835.5,No,Electronic check,No internet service,No internet service,0
3705-PSNGL,0.01202310648430791,0,Low Risk,8.28,Monitor,16.73,22.5,Monitor only,Electronic-check payment,Limited support-service adoption,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,45,20.4,930.45,No,Electronic check,No internet service,No internet service,0
4735-BJKOU,0.004690512611711092,0,Low Risk,8.25,Monitor,15.87,26.67,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,40,20.15,804.85,No,Mailed check,No internet service,No internet service,0
9067-SQTNS,0.009006330234231405,0,Low Risk,8.24,Monitor,16.82,23.33,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,44,20.6,926.0,No,Bank transfer (automatic),No internet service,No internet service,0
4779-ZGICK,0.004405569624073905,0,Low Risk,8.23,Monitor,19.88,20.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,48,23.55,1173.35,No,Mailed check,No internet service,No internet service,0
6134-KWTBV,0.02684747800789351,0,Low Risk,8.18,Monitor,21.27,8.33,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,62,23.4,1429.65,No,Bank transfer (automatic),No internet service,No internet service,0
3580-GICBM,0.021192414658186047,0,Low Risk,8.1,Monitor,21.81,9.17,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,61,24.2,1445.2,No,Mailed check,No internet service,No internet service,0
1862-QRWPE,0.011672823422441072,0,Low Risk,8.1,Monitor,17.6,20.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,48,20.65,1057.0,No,Bank transfer (automatic),No internet service,No internet service,0
1047-RNXZV,0.00658900710642417,0,Low Risk,8.01,Monitor,15.95,24.17,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,43,19.55,876.15,No,Mailed check,No internet service,No internet service,0
8717-VCTXJ,0.004592747260754857,0,Low Risk,7.96,Monitor,15.74,25.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,42,19.55,839.4,No,Mailed check,No internet service,No internet service,0
5666-MBJPT,0.017675098413378623,0,Low Risk,7.91,Monitor,23.91,5.83,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,65,25.1,1725.0,No,Bank transfer (automatic),No internet service,No internet service,0
2616-FLVQC,0.0392235836921606,0,Low Risk,7.86,Monitor,18.03,6.67,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,64,19.55,1240.15,No,Mailed check,No internet service,No internet service,0
1767-CJKBA,0.019488333485000564,0,Low Risk,7.86,Monitor,23.76,5.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,66,25.1,1697.7,No,Mailed check,No internet service,No internet service,0
5296-BFCYD,0.007571224868807356,0,Low Risk,7.85,Monitor,16.6,21.67,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,46,20.1,936.85,No,Mailed check,No internet service,No internet service,0
4698-KVLLG,0.01741340600963145,0,Low Risk,7.79,Monitor,16.5,17.5,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,51,19.6,967.9,No,Credit card (automatic),No internet service,No internet service,0
6370-ZVHDV,0.009790720374453265,0,Low Risk,7.73,Monitor,23.05,9.17,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,61,25.3,1554.9,No,Bank transfer (automatic),No internet service,No internet service,0
4018-PPNDW,0.012600964313134526,0,Low Risk,7.72,Monitor,22.36,9.17,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,61,24.1,1551.6,No,Mailed check,No internet service,No internet service,0
8028-PNXHQ,0.01703782494482783,0,Low Risk,7.7,Monitor,21.72,8.33,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,62,24.25,1424.6,No,Bank transfer (automatic),No internet service,No internet service,0
3970-XGJDU,0.03574810584593823,0,Low Risk,7.69,Monitor,17.17,8.33,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,62,19.2,1123.65,No,Credit card (automatic),No internet service,No internet service,0
3967-VQOGC,0.01969160844619851,0,Low Risk,7.69,Monitor,23.54,4.17,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,67,24.9,1680.25,No,Mailed check,No internet service,No internet service,0
7114-AEOZE,0.02937676202976256,0,Low Risk,7.65,Monitor,17.56,10.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,60,19.85,1128.1,No,Bank transfer (automatic),No internet service,No internet service,0
0040-HALCW,0.016484886045798636,0,Low Risk,7.65,Monitor,17.65,15.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,54,20.4,1090.6,No,Credit card (automatic),No internet service,No internet service,0
6248-BSHKG,0.027243502654324642,0,Low Risk,7.62,Monitor,18.43,9.17,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,One year,61,20.4,1226.45,No,Mailed check,No internet service,No internet service,0
6917-FIJHC,0.023718398776411374,0,Low Risk,7.6,Monitor,24.71,0.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,72,26.0,1776.0,No,Mailed check,No internet service,No internet service,0
6625-FLENO,0.019778284861078202,0,Low Risk,7.53,Monitor,18.39,11.67,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,58,20.75,1185.95,No,Mailed check,No internet service,No internet service,0
3027-YNWZU,0.01275608273919836,0,Low Risk,7.53,Monitor,23.05,6.67,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,64,25.0,1584.8,No,Credit card (automatic),No internet service,No internet service,0
1709-EJDOX,0.004610340545057437,0,Low Risk,7.52,Monitor,16.47,20.83,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,47,19.75,948.9,No,Mailed check,No internet service,No internet service,0
4742-TXUEX,0.006767535748844042,0,Low Risk,7.5,Monitor,15.89,20.83,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,47,19.3,890.5,No,Bank transfer (automatic),No internet service,No internet service,0
1705-GUHPV,0.0106881629218548,0,Low Risk,7.47,Monitor,22.8,7.5,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,63,24.2,1618.2,No,Mailed check,No internet service,No internet service,0
5334-AFQJB,0.023024720585199804,0,Low Risk,7.45,Monitor,24.28,0.0,Monitor only,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate,Two year,72,25.1,1789.9,No,Credit card (automatic),No internet service,No internet service,0
