customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,TenureGroup,AvgMonthlySpend,SupportServiceCount,actual_churn_flag,predicted_churn_flag,churn_probability,risk_segment,customer_value_proxy,intervention_urgency,retention_priority_score,priority_level,primary_reason,secondary_reason,reason_type,suggested_action,expected_mechanism,suggested_success_metric
7636-PEPNS,Female,0,Yes,Yes,58,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,44.1,2413.05,49-72 Months,41.60431034482759,0,0,0,0.10535543261149925,Low Risk,38.47,11.67,17.69,Monitor,No online-security subscription,No technical-support subscription,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
1139-WUOAH,Male,0,No,No,57,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),53.35,3090.05,49-72 Months,54.21140350877193,2,0,0,0.06297732595072318,Low Risk,47.52,12.5,17.53,Monitor,No online-security subscription,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
1716-LSAMB,Male,0,Yes,Yes,45,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.65,2553.7,25-48 Months,56.748888888888885,2,0,0,0.04776782366542451,Low Risk,45.17,22.5,17.53,Monitor,Elevated model probability,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
3563-SVYLG,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),62.65,4375.8,49-72 Months,64.35000000000001,4,0,0,0.030829926067921516,Low Risk,60.09,3.33,17.37,Monitor,Elevated model probability,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
6872-HXFNF,Female,0,Yes,No,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),58.35,3756.45,49-72 Months,58.69453125,2,0,0,0.045530658210611585,Low Risk,54.14,6.67,17.27,Monitor,No online-security subscription,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
5181-OABFK,Female,0,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),61.3,3346.8,49-72 Months,59.76428571428572,3,0,0,0.029192804391789954,Low Risk,53.44,13.33,17.11,Monitor,No technical-support subscription,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
0056-EPFBG,Male,0,Yes,Yes,20,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.4,825.4,13-24 Months,41.269999999999996,3,0,0,0.060869516667076455,Low Risk,26.75,43.33,16.84,Monitor,Elevated model probability,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
7338-ERIVA,Male,0,No,Yes,39,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.05,1790.6,25-48 Months,45.91282051282051,2,0,0,0.06306443018886704,Low Risk,35.44,27.5,16.77,Monitor,Elevated model probability,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
8570-KLJYJ,Female,0,No,No,36,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,54.45,1893.5,25-48 Months,52.59722222222222,1,0,0,0.03231971644188316,Low Risk,41.28,30.0,16.76,Monitor,No technical-support subscription,Limited support-service adoption,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
3812-LRZIR,Female,0,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.5,761.95,25-48 Months,28.22037037037037,0,0,0,0.10810732084624229,Low Risk,18.06,37.5,16.63,Monitor,Electronic-check payment,Limited support-service adoption,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
4012-YCFAI,Male,0,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,61.35,3766.2,49-72 Months,62.769999999999996,3,0,0,0.016539139647346438,Low Risk,55.87,10.0,16.46,Monitor,Elevated model probability,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
2907-ILJBN,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,0-12 Months,21.263636363636365,0,0,0,0.09305140444289865,Low Risk,12.85,50.83,16.42,Monitor,Tenure of 12 months or less,Limited support-service adoption,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
0298-XACET,Male,0,Yes,Yes,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,50.2,2554.0,49-72 Months,49.11538461538461,3,0,0,0.05368260334336295,Low Risk,42.69,16.67,16.39,Monitor,No online-security subscription,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
9108-EQPNQ,Female,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.1,225.55,0-12 Months,22.555,0,0,0,0.07485346536045533,Low Risk,15.88,51.67,16.21,Monitor,Tenure of 12 months or less,Limited support-service adoption,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
0769-MURVM,Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.7,4575.35,49-72 Months,63.54652777777778,4,0,0,0.007342503235614026,Low Risk,62.94,0.0,16.18,Monitor,Elevated model probability,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
0301-FIDRB,Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.8,4684.3,49-72 Months,65.05972222222222,4,0,0,0.003381781312269998,Low Risk,62.5,0.0,15.83,Monitor,Elevated model probability,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
9372-TXXPS,Female,0,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.85,3483.45,49-72 Months,58.0575,3,0,0,0.0161721218464714,Low Risk,53.41,10.0,15.82,Monitor,Elevated model probability,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
8626-PTQGE,Male,0,No,No,69,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,4176.7,49-72 Months,60.53188405797101,3,0,0,0.017422704384369006,Low Risk,57.49,2.5,15.79,Monitor,Elevated model probability,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
6598-RFFVI,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,28.3,0-12 Months,14.15,0,1,0,0.07129647150967375,Low Risk,10.95,58.33,15.76,Monitor,Tenure of 12 months or less,Limited support-service adoption,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
7279-NMVJC,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,323.15,13-24 Months,19.008823529411764,0,0,0,0.09386650592046705,Low Risk,12.97,45.83,15.75,Monitor,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
8181-YHCMF,Female,0,Yes,Yes,68,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.3,4109.0,49-72 Months,60.4264705882353,3,0,0,0.015157657011197923,Low Risk,57.25,3.33,15.72,Monitor,No online-security subscription,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
1131-ALZWV,Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.6,605.25,13-24 Months,25.21875,0,0,0,0.08947961253404114,Low Risk,17.22,40.0,15.67,Monitor,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
8909-BOLNL,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.2,52.05,0-12 Months,17.349999999999998,0,0,0,0.06674460370899708,Low Risk,12.15,57.5,15.67,Monitor,Tenure of 12 months or less,Limited support-service adoption,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
1459-QNFQT,Male,0,Yes,Yes,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.5,4144.8,49-72 Months,59.21142857142858,3,0,0,0.019017438664338217,Low Risk,57.0,1.67,15.64,Monitor,Elevated model probability,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
9674-EHPPG,Male,0,Yes,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.4,1842.7,25-48 Months,40.05869565217392,3,0,0,0.0671614598192816,Low Risk,33.14,21.67,15.57,Monitor,Elevated model probability,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
7311-MQJCH,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.55,99.6,0-12 Months,19.919999999999998,0,0,0,0.07109625427189638,Low Risk,11.5,55.83,15.52,Monitor,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
7337-CINUD,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.5,159.35,0-12 Months,19.91875,0,0,0,0.0752524327404328,Low Risk,11.81,53.33,15.47,Monitor,Tenure of 12 months or less,Limited support-service adoption,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
1952-DVVSW,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,184.4,0-12 Months,18.44,0,0,0,0.07644673245698579,Low Risk,12.29,51.67,15.41,Monitor,Tenure of 12 months or less,Limited support-service adoption,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
3400-ESFUW,Male,0,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.55,3046.4,49-72 Months,55.38909090909091,3,1,0,0.014740756015882551,Low Risk,49.62,14.17,15.41,Monitor,Elevated model probability,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
7356-AYNJP,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.9,97.5,0-12 Months,24.375,0,0,0,0.056019224707621426,Low Risk,13.91,56.67,15.34,Monitor,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
4702-HDRKD,Male,0,No,No,67,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),49.35,3321.35,49-72 Months,49.57238805970149,3,0,0,0.04940191067211568,Low Risk,46.61,4.17,15.24,Monitor,Elevated model probability,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
0230-UBYPQ,Male,1,Yes,No,63,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),36.1,2298.9,49-72 Months,36.490476190476194,2,0,0,0.09063409406487309,Low Risk,33.35,7.5,14.9,Monitor,Elevated model probability,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
3251-YMVWZ,Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.05,1301.9,49-72 Months,24.56415094339623,0,0,0,0.12067964022150948,Low Risk,20.9,15.83,14.84,Monitor,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
0979-MOZQI,Male,0,Yes,No,62,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.0,2337.45,49-72 Months,37.7008064516129,1,0,0,0.07877676671207091,Low Risk,35.19,8.33,14.77,Monitor,No online-security subscription,Limited support-service adoption,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
4213-HKBJO,Female,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.7,826.1,25-48 Months,25.033333333333335,0,0,0,0.08318172074428676,Low Risk,19.1,32.5,14.64,Monitor,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
2335-GSODA,Male,0,No,Yes,23,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,40.1,857.75,13-24 Months,37.29347826086956,3,0,0,0.028149406670911845,Low Risk,27.32,40.83,14.64,Monitor,Elevated model probability,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
6814-ZPWFQ,Male,1,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.0,1260.7,49-72 Months,24.719607843137254,0,0,0,0.10920669880062792,Low Risk,21.2,17.5,14.48,Monitor,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
5245-VDBUR,Female,0,Yes,No,52,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.45,1958.95,49-72 Months,37.67211538461539,2,0,0,0.0703690577677224,Low Risk,31.04,16.67,14.48,Monitor,No technical-support subscription,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
9648-BCHKM,Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.65,471.35,13-24 Months,26.186111111111114,0,0,0,0.05945507404919634,Low Risk,16.48,45.0,14.44,Monitor,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
6164-HAQTX,Male,0,No,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.95,3888.65,49-72 Months,54.76971830985916,4,0,0,0.01965651464600453,Low Risk,52.43,0.83,14.41,Monitor,Elevated model probability,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
4464-JCOLN,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,35.9,0-12 Months,17.95,0,1,0,0.04652027009612198,Low Risk,11.3,58.33,14.37,Monitor,Tenure of 12 months or less,Limited support-service adoption,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
7677-SJJJK,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,153.95,0-12 Months,19.24375,0,0,0,0.0552514584764263,Low Risk,12.0,53.33,14.31,Monitor,Tenure of 12 months or less,Limited support-service adoption,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
7157-SMCFK,Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,49-72 Months,18.42950819672131,0,0,0,0.14200556597830705,Low Risk,17.48,9.17,14.27,Monitor,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
7996-BPXHY,Female,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.0,332.5,13-24 Months,25.576923076923077,0,0,0,0.04729588925200808,Low Risk,15.88,49.17,14.18,Monitor,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
5170-PTRKA,Female,0,Yes,Yes,49,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),35.8,1782.0,49-72 Months,36.36734693877551,2,0,0,0.06214342887960268,Low Risk,30.22,19.17,14.16,Monitor,Elevated model probability,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
3115-CZMZD,Male,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,,0-12 Months,,0,0,0,0.03635243582685982,Low Risk,11.32,60.0,14.01,Monitor,Tenure of 12 months or less,Limited support-service adoption,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
6119-SPUDB,Male,0,No,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,38.25,1755.35,25-48 Months,38.15978260869565,3,0,0,0.04163553089317176,Low Risk,31.43,21.67,13.61,Monitor,Elevated model probability,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
9746-UGFAC,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.85,450.65,13-24 Months,20.48409090909091,0,0,0,0.06220839327845392,Low Risk,14.23,41.67,13.54,Monitor,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
3750-YHRYO,Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,150.0,0-12 Months,21.428571428571427,0,0,0,0.036301885586469324,Low Risk,12.4,54.17,13.4,Monitor,Tenure of 12 months or less,Limited support-service adoption,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
5619-XZZKR,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,68.2,0-12 Months,17.05,0,0,0,0.03231442881452101,Low Risk,11.54,56.67,13.32,Monitor,Tenure of 12 months or less,Limited support-service adoption,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
0121-SNYRK,Male,0,No,No,50,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,35.4,1748.9,49-72 Months,34.978,2,0,0,0.05073209364157082,Low Risk,29.81,18.33,13.25,Monitor,Elevated model probability,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
0048-PIHNL,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.45,900.9,49-72 Months,18.385714285714286,0,0,0,0.10303531865399451,Low Risk,16.59,19.17,13.21,Monitor,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
1133-KXCGE,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,407.05,13-24 Months,22.61388888888889,0,0,0,0.050645897428166727,Low Risk,13.57,45.0,13.18,Monitor,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
8314-HTWVE,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,144.15,0-12 Months,20.592857142857145,0,0,0,0.031531971427714904,Low Risk,11.92,54.17,13.0,Monitor,Tenure of 12 months or less,Limited support-service adoption,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
8763-KIAFH,Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.55,583.3,25-48 Months,21.6037037037037,0,0,0,0.06078190851033735,Low Risk,14.83,37.5,12.98,Monitor,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
8573-JGCZW,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.65,351.55,13-24 Months,20.679411764705883,0,0,0,0.04612696273323471,Low Risk,13.0,45.83,12.89,Monitor,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
9030-QGZNL,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,161.65,0-12 Months,20.20625,0,0,0,0.029170380741689417,Low Risk,12.58,53.33,12.89,Monitor,Tenure of 12 months or less,Limited support-service adoption,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
3717-FDJFU,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9,0-12 Months,21.380000000000003,0,0,0,0.02455910113571441,Low Risk,12.04,55.83,12.86,Monitor,Tenure of 12 months or less,Limited support-service adoption,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
9483-GCPWE,Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,190.25,0-12 Months,21.13888888888889,0,0,0,0.029181813572057104,Low Risk,12.32,52.5,12.71,Monitor,Tenure of 12 months or less,Limited support-service adoption,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
5313-FPXWG,Male,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.6,1266.4,49-72 Months,24.83137254901961,0,0,0,0.0757038692627718,Low Risk,21.0,17.5,12.42,Monitor,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
6292-TOSSS,Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.9,1195.25,49-72 Months,23.905,0,0,0,0.07351552182886469,Low Risk,20.76,18.33,12.35,Monitor,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
2525-GVKQU,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,1093.0,49-72 Months,18.216666666666665,0,0,0,0.10610800678521716,Low Risk,17.78,10.0,12.31,Monitor,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
9814-AOUDH,Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1050.5,49-72 Months,19.82075471698113,0,0,0,0.09513737415398096,Low Risk,16.92,15.83,12.31,Monitor,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
9945-PSVIP,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.7,383.65,25-48 Months,15.345999999999998,0,0,0,0.053276327265442,Low Risk,12.65,39.17,12.23,Monitor,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
6698-OXETB,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.4,231.45,0-12 Months,21.04090909090909,0,0,0,0.02253160041510433,Low Risk,12.73,50.83,12.16,Monitor,Tenure of 12 months or less,Limited support-service adoption,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
1494-EJZDW,Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,220.8,0-12 Months,22.080000000000002,0,0,0,0.021242913911819126,Low Risk,12.53,51.67,12.16,Monitor,Tenure of 12 months or less,Limited support-service adoption,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
9286-BHDQG,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,49-72 Months,43.608333333333334,4,0,0,0.021488963345904222,Low Risk,43.28,0.0,12.11,Monitor,Elevated model probability,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
7649-PHJVR,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,226.8,0-12 Months,20.61818181818182,0,0,0,0.022690058752859878,Low Risk,12.2,50.83,12.04,Monitor,Tenure of 12 months or less,Limited support-service adoption,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
4359-INNWN,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,337.9,13-24 Months,19.876470588235293,0,0,0,0.030493530134934665,Low Risk,13.14,45.83,11.99,Monitor,Limited support-service adoption,No additional validated indicator,Observed risk indicators,Monitor only,Observe risk movement without intervention cost.,Risk-segment migration and observed churn rate
